Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
2022,800,10.000,Cuenca,Fijo,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,
2006,222000,9.800,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara XL7,,,,,,,,,,,,,,,,,
2021,14000,38.000,Loja,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
2022,33062,24.900,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
2023,8000,18.900,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
2013,78830,23.900,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2018,77000,11.300,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2013,147770,9.400,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),207,,,,,,,,,,,,,,,,,
2012,152153,39.900,Quito,Negociable,USED,BMW,Todoterreno,X5 3.0i,,,,,,,,,,,,,,,,,
2017,130813,11.200,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2013,78830,23.900,Cuenca,Negociable,USED,Zotye,Todoterreno,T600,#1709778,102000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Blanco,6,Hidráulica,2000,Cuero,Tungurahua,TURBO,,,
2009,119996,42.900,Quito,Negociable,USED,Cadillac,Todoterreno,Escalade Hibrido,,,,,,,,,,,,,,,,,
2010,279177,17.900,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Hibrido,,,,,,,,,,,,,,,,,
2018,104622,17.300,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
1994,0,4.700,Quito,Negociable,USED,Nissan,Camioneta Cabina Simple,1200,,,,,,,,,,,,,,,,,
1977,292592,9.500,Quito,Negociable,USED,Mercedes Benz,Sedán,230,,,,,,,,,,,,,,,,,
2002,82502,6.900,Quito,Negociable,USED,Daewoo,Hatchback (5 Puertas),Lanos,,,,,,,,,,,,,,,,,
2008,171392,10.900,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson TA,,,,,,,,,,,,,,,,,
2023,0,16.190,Quito,Fijo,USED,Hyundai,Hatchback (5 Puertas),Grand I10 HB,,,,,,,,,,,,,,,,,
2002,287000,9.800,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2017,92000,21.900,Quito,Negociable,USED,Ford,SUV,Escape,,,,,,,,,,,,,,,,,
2012,173609,9.000,Loja,Fijo,USED,Hyundai,Sedán,i10,,,,,,,,,,,,,,,,,
2018,34000,27.600,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2017,100,2.400,Ambato,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x2,,,,,,,,,,,,,,,,,
2019,39000,23.500,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2002,240000,11.800,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
2018,31600,19.900,Quito,Negociable,USED,Fiat,Hatchback (3 Puertas),500c,,,,,,,,,,,,,,,,,
1993,257495,11.900,Quito,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,
2021,24000,16.200,Quito,Negociable,USED,Chevrolet,Sedán,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,
2002,302000,13.800,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Stout II,,,,,,,,,,,,,,,,,
2023,1,45.990,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200 Triton,,,,,,,,,,,,,,,,,
2023,1,45.990,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,
2023,1,45.990,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
2022,1,43.990,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
2010,192000,13.500,Quito,Negociable,USED,Mazda,Sedán,6,,,,,,,,,,,,,,,,,
2022,1,43.990,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200 Triton,,,,,,,,,,,,,,,,,
2022,1,43.990,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,
2007,218550,11.800,Cuenca,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2006,270080,12.900,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
2014,94000,16.300,Quito,Negociable,USED,Ford,Todoterreno,Escape S Plus,,,,,,,,,,,,,,,,,
2013,215000,28.300,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,
2017,81000,16.500,Loja,Fijo,USED,Hyundai,Sedán,Accent,,,,,,,,,,,,,,,,,
2022,46100,22.000,Loja,Fijo,USED,Chery,Todoterreno,Tiggo 8 1.5 TM 4x2,,,,,,,,,,,,,,,,,
2018,53442,31.900,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2019,67720,23.200,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2002,403000,7.800,Quito,Negociable,USED,Chevrolet,Sedán,ONIX LTZ TURBO,#1702462,24000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Blanco,4,Hidráulica,1000,Tela,Pichincha,GASOLINA,,,
2011,145000,16.500,Cuenca,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
2020,58870,19.800,Cuenca,Negociable,USED,Great Wall,Camioneta Cabina Simple,WINGLE STEED 2.4 CD 4X2 TM,,,,,,,,,,,,,,,,,
2011,184000,9.200,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
2015,159800,20.800,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2019,51149,14.500,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,
2019,51149,14.500,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2019,51149,14.500,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
2011,132000,11.900,Quito,Negociable,USED,Volkswagen,Sedán,JETTA EUROPA 2.0,,,,,,,,,,,,,,,,,
2006,242000,19.800,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
2015,109000,24.500,Quito,Negociable,USED,Toyota,Todoterreno,NEW RAV4 AC 2.0 5P,,,,,,,,,,,,,,,,,
2016,74545,32.900,Quito,Negociable,USED,Kia,Van,Carnival,,,,,,,,,,,,,,,,,
2007,228724,13.900,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2018,80689,11.900,Cuenca,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
2019,129500,17.800,Quito,Negociable,USED,Great Wall,Todoterreno,H5 TURBO 4X4 AC,,,,,,,,,,,,,,,,,
2007,234979,9.900,Quito,Fijo,USED,Volkswagen,Sedán,Passat,,,,,,,,,,,,,,,,,
2019,103562,12.800,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2022,15000,19.800,Quito,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
2021,1,27.500,Cuenca,Negociable,NEW,VGV WEICHAI,Otro,U70 LUXURY AT,,,,,,,,,,,,,,,,,
2019,107988,41.900,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
2022,42365,23.500,Cuenca,Negociable,USED,Chevrolet,Todoterreno,GROOVE PREMIER,,,,,,,,,,,,,,,,,
2007,274352,11.200,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5P 4X4,,,,,,,,,,,,,,,,,
2014,73486,19.500,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2022,0,156.000,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Tundra Limited,,,,,,,,,,,,,,,,,
2003,360000,6.900,Quito,Fijo,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2009,173900,14.800,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XLS,,,,,,,,,,,,,,,,,
2009,105000,29.800,Quito,Negociable,USED,Mercedes Benz,Sedán,C300,,,,,,,,,,,,,,,,,
2018,85000,19.800,Cuenca,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
2011,180000,7.990,Quito,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
2013,160000,20.990,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
2007,119000,11.900,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2019,35510,25.990,Cuenca,Fijo,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
2019,35510,25.990,Cuenca,Fijo,USED,Nissan,Todoterreno,QASHQAI ADVANCE,,,,,,,,,,,,,,,,,
2019,64000,12.700,Cuenca,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2007,252000,15.800,Cuenca,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2019,62000,17.500,Cuenca,Negociable,USED,VGV WEICHAI,Otro,U70 LUXURY AT,#1709373,0 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 2,Blanco,2,Hidráulica,1500,Cuero,Azuay,,,,
2012,185000,7.900,Quito,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
2011,195000,7.100,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2005,332000,5.900,Quito,Fijo,USED,Peugeot,Hatchback (3 Puertas),206 XS,,,,,,,,,,,,,,,,,
2019,55000,31.963,Cumbayá,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
1997,220000,3.900,Quito,Fijo,USED,Hyundai,Sedán,Elantra,,,,,,,,,,,,,,,,,
2017,93000,19.500,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
2019,30000,33.000,Cuenca,Negociable,USED,Hyundai,Todoterreno,New Santa Fe,,,,,,,,,,,,,,,,,
2020,33000,16.000,Cuenca,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2014,166000,28.000,Loja,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,
2005,455000,9.900,Quito,Fijo,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2006,133309,6.200,Cuenca,Negociable,USED,Peugeot,Coupé,BERLINA 206 XS,,,,,,,,,,,,,,,,,
2019,53574,29.200,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2014,140000,21.900,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
2021,26000,24.300,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2009,46728,55.900,Quito,Negociable,USED,Cadillac,Todoterreno,Escalade Hibrido,,,,,,,,,,,,,,,,,
2022,5463,43.990,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200 Triton,,,,,,,,,,,,,,,,,
2022,5463,43.990,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,
2022,5463,43.990,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
2013,224000,8.800,Quito,Negociable,USED,Fiat,Camioneta Cabina Simple,Fiorino,,,,,,,,,,,,,,,,,
2019,19000,51.900,Quito,Negociable,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,
2017,117500,11.500,Loja,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2017,88496,11.000,Loja,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2007,148000,11.000,Loja,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,
2017,101033,9.600,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2018,68000,55.000,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
2009,168000,12.900,Quito,Fijo,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2016,105000,45.000,Quito,Negociable,USED,Ford,Todoterreno,Explorer Limited,,,,,,,,,,,,,,,,,
2015,135000,11.900,Quito,Fijo,USED,Great Wall,Todoterreno,Hover H5 Elite,,,,,,,,,,,,,,,,,
2012,120000,26.700,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 XLT Lariat,,,,,,,,,,,,,,,,,
2006,156000,9.500,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
2009,187000,7.900,Quito,Fijo,USED,Peugeot,Coupé,Berlina  206 XDESIGN,,,,,,,,,,,,,,,,,
1995,289000,7.900,Quito,Fijo,USED,Jeep,Todoterreno,Cherokee Laredo,,,,,,,,,,,,,,,,,
1992,146000,9.900,Quito,Fijo,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,
2019,20400,29.000,Riobamba,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2007,188430,16.900,Quito,Fijo,USED,Mitsubishi,Camioneta Doble Cabina,L200,#1702369,5463 Kms,Eléctricos,Manual,Diesel,Aire Acondicionado,4 x 4,Plata,7,Hidráulica,2400,Tela,Azuay,,,,
2013,147770,9.400,Quito,Negociable,USED,Peugeot,Sedán,207 Compact,,,,,,,,,,,,,,,,,
2001,411563,13.900,Guayaquil,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado VX,,,,,,,,,,,,,,,,,
2009,72293,12.990,Cuenca,Negociable,USED,Peugeot,Coupé,308cc.,,,,,,,,,,,,,,,,,
2021,31232,27.900,Cuenca,Negociable,USED,Toyota,Sedán,COROLLA HV SEG AC,,,,,,,,,,,,,,,,,
2009,72293,12.990,Cuenca,Negociable,USED,Peugeot,Hatchback (5 Puertas),308,,,,,,,,,,,,,,,,,
2006,250000,13.900,Quito,Fijo,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2018,132886,12.500,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2010,110000,23.900,Quito,Negociable,USED,Mercedes Benz,Sedán,C180 CGI,,,,,,,,,,,,,,,,,
2018,149100,25.900,Cuenca,Fijo,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2013,120067,15.200,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2013,98240,14.900,Quito,Negociable,USED,Chevrolet,Crossover,Orlando,,,,,,,,,,,,,,,,,
2022,16836,23.500,Cuenca,Negociable,USED,Great Wall,Todoterreno,Haval H2,,,,,,,,,,,,,,,,,
2018,82422,29.500,Riobamba,Negociable,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,,,,
2010,230000,11.900,Quito,Fijo,USED,Ford,Todoterreno,Escape Hibrido,,,,,,,,,,,,,,,,,
1997,6116,35.800,Quito,Negociable,USED,Chevrolet,Coupé,Camaro,,,,,,,,,,,,,,,,,
2018,77000,38.800,Cuenca,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
2022,450,21.800,Cuenca,Negociable,USED,Chevrolet,Sedán,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,
2019,105000,32.800,Cuenca,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2020,60000,28.500,Cuenca,Negociable,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2018,62809,18.900,Ambato,Fijo,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2016,141255,9.900,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Sail,,,,,,,,,,,,,,,,,
2015,136200,13.200,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),208 Griffe,,,,,,,,,,,,,,,,,
2020,43170,13.900,Quito,Fijo,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2013,136000,23.900,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X2,,,,,,,,,,,,,,,,,
2009,61155,49.800,Quito,Negociable,USED,BMW,Todoterreno,X5 4.8i,,,,,,,,,,,,,,,,,
2005,220000,9.700,Quito,Negociable,USED,Toyota,Sedán,Corolla 1.6,,,,,,,,,,,,,,,,,
2004,164463,11.900,Cuenca,Negociable,USED,Chevrolet,Camioneta Cabina Simple,LUV CS,,,,,,,,,,,,,,,,,
2016,56000,10.900,Quito,Negociable,USED,DFSK,Mini van (MPV),C37,,,,,,,,,,,,,,,,,
2002,272869,8.900,Cuenca,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2020,38164,21.200,Cuenca,Negociable,USED,Peugeot,Crossover,2008,,,,,,,,,,,,,,,,,
2017,148768,16.200,Cuenca,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
2011,170516,9.990,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
2016,133761,12.900,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2018,90241,15.800,Cuenca,Negociable,USED,Hyundai,Sedán,Accent,,,,,,,,,,,,,,,,,
2018,117000,17.300,Cuenca,Negociable,USED,Toyota,Todoterreno,RAV 4,#1699269,105000 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 2,Blanco,9,Hidráulica,,Tela,Azuay,,,,
2017,87000,12.300,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2007,237000,13.400,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,B2200 CD,,,,,,,,,,,,,,,,,
2004,226302,8.800,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
2021,10500,119.000,Quito,Fijo,USED,Land Rover,Todoterreno,Velar,,,,,,,,,,,,,,,,,
2018,115000,26.300,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX 4X2 CD,,,,,,,,,,,,,,,,,
1973,357406,12.500,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F250,,,,,,,,,,,,,,,,,
2018,101389,53.500,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
2017,75000,17.400,Cuenca,Negociable,USED,Hyundai,Sedán,Accent,,,,,,,,,,,,,,,,,
2022,13600,22.800,Loja,Fijo,USED,Great Wall,Todoterreno,Haval H2,,,,,,,,,,,,,,,,,
2004,171000,14.500,Quito,Negociable,USED,Nissan,Todoterreno,Murano,,,,,,,,,,,,,,,,,
2020,90000,26.500,Cuenca,Negociable,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
1992,283000,12.900,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 3P,,,,,,,,,,,,,,,,,
2017,87000,27.900,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
2019,42000,32.900,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2017,91000,26.900,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
2012,162440,11.800,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,
2018,95424,17.900,Cuenca,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2018,72472,22.850,Cumbayá,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
1987,356000,9.800,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
2013,46180,49.990,Cuenca,Negociable,USED,Jeep,Todoterreno,Wrangler,,,,,,,,,,,,,,,,,
2013,46180,49.990,Cuenca,Negociable,USED,Jeep,Todoterreno,Wrangler Unlimited Sahara,,,,,,,,,,,,,,,,,
2013,46180,49.990,Cuenca,Negociable,USED,Jeep,Todoterreno,Wrangler Sahara,,,,,,,,,,,,,,,,,
2013,46180,49.990,Cuenca,Negociable,USED,Jeep,Todoterreno,Wrangler Sahara 75 aniversario,,,,,,,,,,,,,,,,,
2022,22587,13.900,Cuenca,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2014,300000,14.000,Durán,Negociable,USED,Chevrolet,Camioneta Cabina Simple,LUV Dmax CS Diesel,,,,,,,,,,,,,,,,,
2010,183000,15.000,Cuenca,Negociable,USED,Mitsubishi,Crossover,Outlander,,,,,,,,,,,,,,,,,
2010,189000,15.500,Quito,Negociable,USED,Honda,Coupé,Civic EX,,,,,,,,,,,,,,,,,
2016,93000,17.000,Cuenca,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2020,22000,15.800,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),picanto pro,,,,,,,,,,,,,,,,,
2013,130000,12.500,Quito,Fijo,USED,Great Wall,Todoterreno,H5 Elite,,,,,,,,,,,,,,,,,
2012,86000,16.000,Quito,Fijo,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2019,48399,13.200,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2018,29000,17.000,Guayaquil,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2015,150000,16.800,Cuenca,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
2013,171000,26.400,Quito,Negociable,USED,Kia,Todoterreno,Sportage,#1722523,72472 Kms,Eléctricos,Tiptronic,Gasolina,,,,,,,,,,,,
2011,81500,14.200,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport V6 3.0,,,,,,,,,,,,,,,,,
2012,187400,8.200,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2020,32000,13.200,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2017,80000,24.900,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2017,117000,17.500,Cuenca,Fijo,USED,Chevrolet,Todoterreno,GRAND VITARA SZ NEXT 2.4 4X2,,,,,,,,,,,,,,,,,
2012,114000,12.800,Cuenca,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2019,80000,36.900,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x4,,,,,,,,,,,,,,,,,
2022,23000,44.500,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,
2017,17000,60.000,Cuenca,Negociable,USED,BMW,Todoterreno,X3,,,,,,,,,,,,,,,,,
2017,130000,17.500,Quito,Negociable,USED,Chevrolet,Todoterreno,GRAND VITARA SZ NEXT 2.4 4X2,,,,,,,,,,,,,,,,,
2013,123969,27.800,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2014,128000,29.500,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2012,148291,13.500,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,
2015,133222,11.500,Cuenca,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,
2006,140000,14.999,Quito,Negociable,USED,Mercedes Benz,Sedán,C200,,,,,,,,,,,,,,,,,
2006,226000,9.800,Quito,Negociable,USED,Chevrolet,Todoterreno Ligero,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2015,166274,14.800,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2021,20000,29.500,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier,,,,,,,,,,,,,,,,,
2002,191000,6.200,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Forsa 2,,,,,,,,,,,,,,,,,
2017,90000,31.000,Cuenca,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2010,133000,18.900,Quito,Negociable,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,,,,
2017,61000,37.400,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 SC 4X2,,,,,,,,,,,,,,,,,
2018,92650,15.850,Guayaquil,Negociable,USED,Volkswagen,Sedán,Polo,,,,,,,,,,,,,,,,,
2018,36000,13.200,Santo Domingo,Negociable,USED,Hyundai,Hatchback (5 Puertas),GRAN I10,,,,,,,,,,,,,,,,,
2015,89000,27.400,Quito,Negociable,USED,Toyota,Todoterreno,NEW RAV4 2.5,,,,,,,,,,,,,,,,,
2014,96561,22.500,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
2021,34000,21.500,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Tracker,,,,,,,,,,,,,,,,,
2013,160249,22.500,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2023,1,76.990,Guayaquil,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,
2006,245000,5.500,Quito,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,
2006,192000,12.900,Quito,Negociable,USED,Audi,Sedán,A4,,,,,,,,,,,,,,,,,
2011,137000,8.900,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),i10,,,,,,,,,,,,,,,,,
